Uhrzeit,Kennung,Runde,Bahn 1,Zeit 1,Bahn 2,Zeit 2,Bahn 3,Zeit 3
14:37:36,Vorlauf1,5,Team 13,12.57,Team 14,19.82,Team 15,12.04
